Behörde,Delikt,Monat,bekanntgewordene Fälle,davon Versuche,Aufklärungsquote in %
Bielefeld,Tageswohnungs-einbruchdiebstahl,März 2019,14,6,28.57
Bielefeld,Tageswohnungs-einbruchdiebstahl,Februar 2019,41,21,4.88
Bielefeld,Tageswohnungs-einbruchdiebstahl,Januar 2019,30,12,3.33
Bielefeld,Tageswohnungs-einbruchdiebstahl,Dezember 2018,13,7,0
Bielefeld,Tageswohnungs-einbruchdiebstahl,November 2018,13,6,7.69
Bielefeld,Tageswohnungs-einbruchdiebstahl,Oktober 2018,8,3,37.5
Bielefeld,Tageswohnungs-einbruchdiebstahl,Oktober 2014,10,3,20
Bielefeld,Delikte der Straßenkriminalität,Oktober 2019,301,19,19.6
Bielefeld,Delikte der Straßenkriminalität,September 2019,392,21,10.71
Bielefeld,Delikte der Straßenkriminalität,August 2019,373,15,21.98
Bielefeld,Delikte der Straßenkriminalität,Juli 2019,572,15,13.81
Bielefeld,Delikte der Straßenkriminalität,Juni 2019,278,5,22.66
Bielefeld,Delikte der Straßenkriminalität,Mai 2019,437,18,26.54
Bielefeld,Delikte der Straßenkriminalität,April 2019,309,28,17.48
Bielefeld,Delikte der Straßenkriminalität,März 2019,314,12,22.61
Bielefeld,Delikte der Straßenkriminalität,Februar 2019,391,13,17.9
Bielefeld,Delikte der Straßenkriminalität,Januar 2019,450,17,10.89
Bielefeld,Delikte der Straßenkriminalität,Dezember 2018,323,13,19.81
Bielefeld,Delikte der Straßenkriminalität,November 2018,442,18,17.42
Bielefeld,Delikte der Straßenkriminalität,Oktober 2018,540,12,14.81
Bielefeld,Delikte der Straßenkriminalität,Oktober 2014,583,28,12.86
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,3,,66.67
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,1,,0
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,5,1,80
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,3,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,1,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,3,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,2,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,5,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,6,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,1,,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,10,,90
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,3,1,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,5,1,100
Bielefeld,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,4,1,75
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,5,2,20
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,7,2,57.14
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,2,,50
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,5,1,20
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,1,,0
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,5,1,40
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,7,2,57.14
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,9,2,77.78
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,11,1,72.73
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,6,,83.33
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,10,2,80
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,7,1,42.86
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,7,1,57.14
Bielefeld,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,5,,0
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,11,,63.64
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,8,,75
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,14,1,85.71
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,26,1,65.38
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,15,2,86.67
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,19,2,57.89
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,26,17,38.46
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,21,3,76.19
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,24,3,75
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,16,3,75
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,13,3,61.54
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,27,4,81.48
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,18,1,83.33
Bielefeld,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,14,2,71.43
Bielefeld,Taschendiebstahl,Oktober 2019,24,,4.17
Bielefeld,Taschendiebstahl,September 2019,23,,0
Bielefeld,Taschendiebstahl,August 2019,16,,6.25
Bielefeld,Taschendiebstahl,Juli 2019,22,1,9.09
Bielefeld,Taschendiebstahl,Juni 2019,23,,8.7
Bielefeld,Taschendiebstahl,Mai 2019,26,1,0
Bielefeld,Taschendiebstahl,April 2019,35,,5.71
Bielefeld,Taschendiebstahl,März 2019,31,,0
Bielefeld,Taschendiebstahl,Februar 2019,29,,0
Bielefeld,Taschendiebstahl,Januar 2019,58,2,1.72
Bielefeld,Taschendiebstahl,Dezember 2018,39,,0
Bielefeld,Taschendiebstahl,November 2018,36,,5.56
Bielefeld,Taschendiebstahl,Oktober 2018,40,,7.5
Bielefeld,Taschendiebstahl,Oktober 2014,73,,4.11
Bielefeld,Diebstahl von Fahrrädern,Oktober 2019,88,2,10.23
Bielefeld,Diebstahl von Fahrrädern,September 2019,140,3,4.29
Bielefeld,Diebstahl von Fahrrädern,August 2019,94,2,5.32
Bielefeld,Diebstahl von Fahrrädern,Juli 2019,182,3,1.1
Bielefeld,Diebstahl von Fahrrädern,Juni 2019,76,2,1.32
Bielefeld,Diebstahl von Fahrrädern,Mai 2019,93,1,3.23
Bielefeld,Diebstahl von Fahrrädern,April 2019,54,,1.85
Bielefeld,Diebstahl von Fahrrädern,März 2019,52,1,1.92
Bielefeld,Diebstahl von Fahrrädern,Februar 2019,45,1,4.44
Bielefeld,Diebstahl von Fahrrädern,Januar 2019,67,2,0
Bielefeld,Diebstahl von Fahrrädern,Dezember 2018,39,1,10.26
Bielefeld,Diebstahl von Fahrrädern,November 2018,73,1,8.22
Bielefeld,Diebstahl von Fahrrädern,Oktober 2018,77,1,6.49
Bielefeld,Diebstahl von Fahrrädern,Oktober 2014,110,,7.27
Bielefeld,Gewaltkriminalität,Oktober 2019,56,8,67.86
Bielefeld,Gewaltkriminalität,September 2019,47,4,68.09
Bielefeld,Gewaltkriminalität,August 2019,58,7,79.31
Bielefeld,Gewaltkriminalität,Juli 2019,79,10,79.75
Bielefeld,Gewaltkriminalität,Juni 2019,43,6,79.07
Bielefeld,Gewaltkriminalität,Mai 2019,66,9,63.64
Bielefeld,Gewaltkriminalität,April 2019,66,22,71.21
Bielefeld,Gewaltkriminalität,März 2019,88,14,78.41
Bielefeld,Gewaltkriminalität,Februar 2019,92,9,81.52
Bielefeld,Gewaltkriminalität,Januar 2019,63,9,74.6
Bielefeld,Gewaltkriminalität,Dezember 2018,72,15,83.33
Bielefeld,Gewaltkriminalität,November 2018,77,14,85.71
Bielefeld,Gewaltkriminalität,Oktober 2018,67,10,76.12
Bielefeld,Gewaltkriminalität,Oktober 2014,54,9,74.07
Bochum,Einbruchdelikte,Oktober 2019,197,85,8.63
Bochum,Einbruchdelikte,September 2019,125,64,20.8
Bochum,Einbruchdelikte,August 2019,181,80,23.2
Bochum,Einbruchdelikte,Juli 2019,184,74,10.33
Bochum,Einbruchdelikte,Juni 2019,131,50,32.82
Bochum,Einbruchdelikte,Mai 2019,205,91,21.95
Bochum,Einbruchdelikte,April 2019,227,114,22.03
Bochum,Einbruchdelikte,März 2019,284,137,7.04
Bochum,Einbruchdelikte,Februar 2019,269,112,9.67
Bochum,Einbruchdelikte,Januar 2019,240,94,15.83
Bochum,Einbruchdelikte,Dezember 2018,200,80,18
Bochum,Einbruchdelikte,November 2018,238,113,20.59
Bochum,Einbruchdelikte,Oktober 2018,228,112,19.3
Bochum,Einbruchdelikte,Oktober 2014,358,135,12.85
Bochum,Wohnungseinbruchdiebstahl,Oktober 2019,72,41,6.94
Bochum,Wohnungseinbruchdiebstahl,September 2019,41,29,51.22
Bochum,Wohnungseinbruchdiebstahl,August 2019,48,23,37.5
Bochum,Wohnungseinbruchdiebstahl,Juli 2019,70,31,4.29
Bochum,Wohnungseinbruchdiebstahl,Juni 2019,51,24,70.59
Bochum,Wohnungseinbruchdiebstahl,Mai 2019,67,29,55.22
Bochum,Wohnungseinbruchdiebstahl,April 2019,89,50,48.31
Bochum,Wohnungseinbruchdiebstahl,März 2019,109,48,3.67
Bochum,Wohnungseinbruchdiebstahl,Februar 2019,129,58,8.53
Bochum,Wohnungseinbruchdiebstahl,Januar 2019,109,50,25.69
Bochum,Wohnungseinbruchdiebstahl,Dezember 2018,103,42,30.1
Bochum,Wohnungseinbruchdiebstahl,November 2018,115,63,38.26
Bochum,Wohnungseinbruchdiebstahl,Oktober 2018,90,54,36.67
Bochum,Wohnungseinbruchdiebstahl,Oktober 2014,148,58,22.3
Bochum,Tageswohnungs-einbruchdiebstahl,Oktober 2019,27,16,0
Bochum,Tageswohnungs-einbruchdiebstahl,September 2019,9,8,66.67
Bochum,Tageswohnungs-einbruchdiebstahl,August 2019,16,8,50
Bochum,Tageswohnungs-einbruchdiebstahl,Juli 2019,24,6,4.17
Bochum,Tageswohnungs-einbruchdiebstahl,Juni 2019,16,10,93.75
Bochum,Tageswohnungs-einbruchdiebstahl,Mai 2019,34,11,61.76
Bochum,Tageswohnungs-einbruchdiebstahl,April 2019,37,17,37.84
Bochum,Tageswohnungs-einbruchdiebstahl,März 2019,51,18,5.88
Bochum,Tageswohnungs-einbruchdiebstahl,Februar 2019,67,26,7.46
Bochum,Tageswohnungs-einbruchdiebstahl,Januar 2019,48,23,16.67
Bochum,Tageswohnungs-einbruchdiebstahl,Dezember 2018,47,16,25.53
Bochum,Tageswohnungs-einbruchdiebstahl,November 2018,50,28,28
Bochum,Tageswohnungs-einbruchdiebstahl,Oktober 2018,29,19,68.97
Bochum,Tageswohnungs-einbruchdiebstahl,Oktober 2014,58,18,31.03
Bochum,Delikte der Straßenkriminalität,Oktober 2019,994,44,16.4
Bochum,Delikte der Straßenkriminalität,September 2019,728,33,23.63
Bochum,Delikte der Straßenkriminalität,August 2019,908,57,18.94
Bochum,Delikte der Straßenkriminalität,Juli 2019,1082,58,18.21
Bochum,Delikte der Straßenkriminalität,Juni 2019,671,35,14.46
Bochum,Delikte der Straßenkriminalität,Mai 2019,905,42,15.8
Bochum,Delikte der Straßenkriminalität,April 2019,886,45,13.66
Bochum,Delikte der Straßenkriminalität,März 2019,813,35,16.11
Bochum,Delikte der Straßenkriminalität,Februar 2019,833,33,15.85
Bochum,Delikte der Straßenkriminalität,Januar 2019,1006,70,14.41
Bochum,Delikte der Straßenkriminalität,Dezember 2018,772,35,22.8
Bochum,Delikte der Straßenkriminalität,November 2018,1071,57,15.78
Bochum,Delikte der Straßenkriminalität,Oktober 2018,1073,71,17.71
Bochum,Delikte der Straßenkriminalität,Oktober 2014,1275,97,14.2
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,7,2,85.71
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,9,1,66.67
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,13,3,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,3,,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,5,,80
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,4,1,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,4,1,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,7,4,71.43
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,8,1,75
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,7,1,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,4,,100
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,4,,75
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,5,,80
Bochum,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,7,3,85.71
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,11,3,36.36
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,13,3,38.46
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,19,6,31.58
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,19,2,47.37
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,8,2,50
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,8,1,12.5
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,19,2,57.89
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,13,2,23.08
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,8,1,50
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,19,3,36.84
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,5,2,20
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,16,4,37.5
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,17,4,47.06
Bochum,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,25,5,68
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,45,1,82.22
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,41,7,90.24
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,45,6,77.78
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,65,6,72.31
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,27,6,77.78
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,47,4,57.45
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,39,7,79.49
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,40,5,75
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,45,3,62.22
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,47,3,74.47
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,39,6,84.62
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,57,9,64.91
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,76,12,77.63
Bochum,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,62,20,61.29
Bochum,Taschendiebstahl,Oktober 2019,120,3,2.5
Bochum,Taschendiebstahl,September 2019,79,1,2.53
Bochum,Taschendiebstahl,August 2019,75,1,4
Bochum,Taschendiebstahl,Juli 2019,108,1,0.93
Bochum,Taschendiebstahl,Juni 2019,83,4,8.43
Bochum,Taschendiebstahl,Mai 2019,94,1,1.06
Bochum,Taschendiebstahl,April 2019,108,3,4.63
Bochum,Taschendiebstahl,März 2019,105,3,1.9
Bochum,Taschendiebstahl,Februar 2019,104,,4.81
Bochum,Taschendiebstahl,Januar 2019,128,3,1.56
Bochum,Taschendiebstahl,Dezember 2018,123,5,0
Bochum,Taschendiebstahl,November 2018,125,1,1.6
Bochum,Taschendiebstahl,Oktober 2018,103,1,2.91
Bochum,Taschendiebstahl,Oktober 2014,77,3,3.9
Bochum,Diebstahl von Fahrrädern,Oktober 2019,115,3,9.57
Bochum,Diebstahl von Fahrrädern,September 2019,120,3,8.33
Bochum,Diebstahl von Fahrrädern,August 2019,131,3,6.87
Bochum,Diebstahl von Fahrrädern,Juli 2019,154,3,12.99
Bochum,Diebstahl von Fahrrädern,Juni 2019,113,5,7.96
Bochum,Diebstahl von Fahrrädern,Mai 2019,146,3,12.33
Bochum,Diebstahl von Fahrrädern,April 2019,139,4,7.91
Bochum,Diebstahl von Fahrrädern,März 2019,108,5,7.41
Bochum,Diebstahl von Fahrrädern,Februar 2019,88,1,5.68
Bochum,Diebstahl von Fahrrädern,Januar 2019,87,3,10.34
Bochum,Diebstahl von Fahrrädern,Dezember 2018,77,2,14.29
Bochum,Diebstahl von Fahrrädern,November 2018,119,6,10.08
Bochum,Diebstahl von Fahrrädern,Oktober 2018,164,8,11.59
Bochum,Diebstahl von Fahrrädern,Oktober 2014,227,2,5.73
Bochum,Gewaltkriminalität,Oktober 2019,184,25,77.17
Bochum,Gewaltkriminalität,September 2019,170,24,82.35
Bochum,Gewaltkriminalität,August 2019,178,36,76.97
Bochum,Gewaltkriminalität,Juli 2019,205,27,76.59
Bochum,Gewaltkriminalität,Juni 2019,119,25,82.35
Bochum,Gewaltkriminalität,Mai 2019,150,26,70.67
Bochum,Gewaltkriminalität,April 2019,138,28,76.09
Bochum,Gewaltkriminalität,März 2019,156,25,73.72
Bochum,Gewaltkriminalität,Februar 2019,146,25,67.12
Bochum,Gewaltkriminalität,Januar 2019,159,24,77.36
Bochum,Gewaltkriminalität,Dezember 2018,116,20,79.31
Bochum,Gewaltkriminalität,November 2018,192,29,74.48
Bochum,Gewaltkriminalität,Oktober 2018,181,35,70.17
Bochum,Gewaltkriminalität,Oktober 2014,181,41,69.61
Bonn,Einbruchdelikte,Oktober 2019,217,81,12.9
Bonn,Einbruchdelikte,September 2019,140,73,12.14
Bonn,Einbruchdelikte,August 2019,98,35,12.24
Bonn,Einbruchdelikte,Juli 2019,211,107,5.69
Bonn,Einbruchdelikte,Juni 2019,122,44,7.38
Bonn,Einbruchdelikte,Mai 2019,192,99,7.81
Bonn,Einbruchdelikte,April 2019,204,84,8.82
Bonn,Einbruchdelikte,März 2019,205,101,8.29
Bonn,Einbruchdelikte,Februar 2019,335,169,7.16
Bonn,Einbruchdelikte,Januar 2019,143,76,6.29
Bonn,Einbruchdelikte,Dezember 2018,74,24,24.32
Bonn,Einbruchdelikte,November 2018,158,57,12.03
Bonn,Einbruchdelikte,Oktober 2018,100,40,13
Bonn,Einbruchdelikte,Oktober 2014,291,126,50.86
Bonn,Wohnungseinbruchdiebstahl,Oktober 2019,108,48,3.7
Bonn,Wohnungseinbruchdiebstahl,September 2019,58,33,15.52
Bonn,Wohnungseinbruchdiebstahl,August 2019,37,16,18.92
Bonn,Wohnungseinbruchdiebstahl,Juli 2019,116,74,3.45
Bonn,Wohnungseinbruchdiebstahl,Juni 2019,50,21,16
Bonn,Wohnungseinbruchdiebstahl,Mai 2019,115,66,6.09
Bonn,Wohnungseinbruchdiebstahl,April 2019,139,64,7.19
Bonn,Wohnungseinbruchdiebstahl,März 2019,134,70,10.45
Bonn,Wohnungseinbruchdiebstahl,Februar 2019,242,134,7.44
Bonn,Wohnungseinbruchdiebstahl,Januar 2019,88,46,4.55
Bonn,Wohnungseinbruchdiebstahl,Dezember 2018,34,14,38.24
Bonn,Wohnungseinbruchdiebstahl,November 2018,79,38,16.46
Bonn,Wohnungseinbruchdiebstahl,Oktober 2018,21,11,33.33
Bonn,Wohnungseinbruchdiebstahl,Oktober 2014,134,60,6.72
Bonn,Tageswohnungs-einbruchdiebstahl,Oktober 2019,36,14,0
Bonn,Tageswohnungs-einbruchdiebstahl,September 2019,15,6,33.33
Bonn,Tageswohnungs-einbruchdiebstahl,August 2019,12,4,33.33
Bonn,Tageswohnungs-einbruchdiebstahl,Juli 2019,31,17,6.45
Bonn,Tageswohnungs-einbruchdiebstahl,Juni 2019,18,5,5.56
Bonn,Tageswohnungs-einbruchdiebstahl,Mai 2019,39,20,10.26
Bonn,Tageswohnungs-einbruchdiebstahl,April 2019,51,21,5.88
Bonn,Tageswohnungs-einbruchdiebstahl,März 2019,64,29,7.81
Bonn,Tageswohnungs-einbruchdiebstahl,Februar 2019,118,64,7.63
Bonn,Tageswohnungs-einbruchdiebstahl,Januar 2019,40,17,5
Bonn,Tageswohnungs-einbruchdiebstahl,Dezember 2018,9,4,33.33
Bonn,Tageswohnungs-einbruchdiebstahl,November 2018,36,15,19.44
Bonn,Tageswohnungs-einbruchdiebstahl,Oktober 2018,6,1,33.33
Bonn,Tageswohnungs-einbruchdiebstahl,Oktober 2014,66,27,6.06
Bonn,Delikte der Straßenkriminalität,Oktober 2019,879,66,23.89
Bonn,Delikte der Straßenkriminalität,September 2019,814,67,16.46
Bonn,Delikte der Straßenkriminalität,August 2019,873,40,14.78
Bonn,Delikte der Straßenkriminalität,Juli 2019,963,43,12.56
Bonn,Delikte der Straßenkriminalität,Juni 2019,880,46,8.64
Bonn,Delikte der Straßenkriminalität,Mai 2019,896,47,13.95
Bonn,Delikte der Straßenkriminalität,April 2019,801,47,13.61
Bonn,Delikte der Straßenkriminalität,März 2019,838,49,11.58
Bonn,Delikte der Straßenkriminalität,Februar 2019,740,47,16.08
